solute,dG_expt,es_mobley,cav_mobley,disp_mobley,np_mobley,es_SLIC,np_SLIC,SASA,SESV,VdWA,VdWV,tot_area,matched_area,Br1,Br2,Br3,C1,C10,C11,C12,C13,C14,C15,C16,C2,C3,C4,C5,C6,C7,C8,C9,Cl1,Cl2,Cl3,Cl4,Cl5,F1,F2,F3,F4,F5,F6,H1,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H2,H20,H21,H22,H3,H4,H5,H6,H7,H8,H9,I1,I2,N1,N2,O1,O2,O3,O4,O5,O6,P1,S1,S2,Br1_type,Br2_type,Br3_type,C1_type,C10_type,C11_type,C12_type,C13_type,C14_type,C15_type,C16_type,C2_type,C3_type,C4_type,C5_type,C6_type,C7_type,C8_type,C9_type,Cl1_type,Cl2_type,Cl3_type,Cl4_type,Cl5_type,F1_type,F2_type,F3_type,F4_type,F5_type,F6_type,H1_type,H10_type,H11_type,H12_type,H13_type,H14_type,H15_type,H16_type,H17_type,H18_type,H19_type,H2_type,H20_type,H21_type,H22_type,H3_type,H4_type,H5_type,H6_type,H7_type,H8_type,H9_type,I1_type,I2_type,N1_type,N2_type,O1_type,O2_type,O3_type,O4_type,O5_type,O6_type,P1_type,S1_type,S2_type,n_amine,n_amide,n_nitro,n_other,o_carbonyl,o_ester,o_nitro,o_hydroxyl,fluorine,h_hydroxyl,h_amine,h_other,num_acceptor,num_donor
22_dimethylbutane,2.51,0.01,16.05,-13.53,2.52,-0.04,2.39,303.6,143.5,162.7,130.1,143.383,119.436,0,0,0,0.393,0,0,0,0,0,0,0,0.285,0.31,0.288,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.166,0.244,0.216,0.186,0.251,0,0,0,0,0,0.388,0,0,0,0.24,0.186,0.255,0.265,0.246,0.274,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_dimethylpentane,2.88,0.01,17.97,-15.08,2.89,-0.04,2.46,336.4,165.9,186.2,149.9,162.97,126.716,0,0,0,0.449,0,0,0,0,0,0,0,0.306,0.305,0.328,0.153,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363,0.262,0.234,0.251,0.228,0.207,0.075,0.132,0,0,0,0.347,0,0,0,0.352,0.203,0.204,0.248,0.274,0.282,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_dimethylpropane,2.51,0.01,14.88,-12.29,2.59,-0.03,2.34,280.2,123.2,145.3,111.9,128.109,106.114,0,0,0,0.315,0,0,0,0,0,0,0,0.315,0.316,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.254,0.262,0.25,0,0,0,0,0,0,0,0.262,0,0,0,0.211,0.264,0.275,0.237,0.262,0.287,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222_trifluoroethanol,-4.31,-6.05,11.46,-9.36,2.1,-9.26,2.22,229.2,79.2,103.2,73.1,107.238,83.79,0,0,0,0.224,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0.511,0.567,0.523,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0,0.352,0,0,0,0.347,0,0,0,0,0,0,0,0,0,0,0.372,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,f,f,f,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,0,0,0,0,0,0,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,4,1
224_trimethylpentane,2.89,0.02,19.22,-16.31,2.91,-0.04,2.49,349.4,183.1,197.6,165.8,173.05,133.837,0,0,0,0.297,0,0,0,0,0,0,0,0.406,0.325,0.279,0.29,0.084,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.266,0.103,0.215,0.109,0.259,0.25,0.145,0.127,0.19,0,0.322,0,0,0,0.08,0.282,0.321,0.343,0.281,0.29,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225_trimethylhexane,2.93,0,21.16,-18.3,2.86,-0.05,2.57,384.2,207.7,223.2,186.9,194.198,148.753,0,0,0,0.379,0,0,0,0,0,0,0,0.376,0.305,0.309,0.337,0.099,0.031,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0.162,0.261,0.265,0.256,0.264,0.282,0.142,0.111,0.072,0.072,0.201,0.321,0,0,0.325,0.189,0.337,0.299,0.277,0.176,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,h,h,h,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23_dimethylbuta_13_diene,0.4,-1.11,14.97,-12.17,2.8,-1.43,2.36,291.2,122.4,146.4,113.4,138.383,117.594,0,0,0,0.401,0,0,0,0,0,0,0,0.421,0.072,0.072,0.353,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.275,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0.274,0.178,0.285,0.278,0.264,0.297,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23_dimethylbutane,2.34,0.01,16.31,-13.63,2.68,-0.04,2.39,305.1,143.8,163.5,130.4,144.401,121.591,0,0,0,0.325,0,0,0,0,0,0,0,0.343,0.327,0.347,0.05,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0.173,0.303,0.279,0.221,0.19,0,0,0,0,0,0.308,0,0,0,0.198,0.331,0.167,0.291,0.224,0.188,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23_dimethylnaphthalene,-2.78,-4.43,20.99,-19.15,1.84,-4.36,2.57,383.3,189.1,209.8,175.9,198.992,178.283,0,0,0,0.325,0.081,0.339,0.323,0,0,0,0,0.326,0.268,0.267,0.213,0.188,0.097,0.097,0.084,0,0,0,0,0,0,0,0,0,0,0,0.382,0.335,0.16,0.278,0,0,0,0,0,0,0,0.352,0,0,0,0.263,0.265,0.177,0.182,0.287,0.267,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23_dimethylpentane,2.52,0,17.9,-15.24,2.66,-0.04,2.45,331.9,164.7,183.4,149.3,161.263,132.775,0,0,0,0.411,0,0,0,0,0,0,0,0.334,0.336,0.318,0.126,0.04,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0.196,0.185,0.322,0.143,0.16,0.222,0.162,0,0,0,0.194,0,0,0,0.289,0.214,0.336,0.18,0.326,0.321,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23_dimethylphenol,-6.16,-6.49,17.33,-15.51,1.82,-8.02,2.43,322.6,143.8,166.8,133.5,161.197,141.052,0,0,0,0.334,0,0,0,0,0,0,0,0.247,0.277,0.086,0.086,0.128,0.347,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0.241,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0.271,0.15,0.341,0.317,0.306,0.302,0.144,0,0,0,0,0.331,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
23_dimethylpyridine,-4.82,-4.79,16.06,-14.54,1.52,-5.09,2.4,309.3,132.2,155.5,123.2,149.624,139.612,0,0,0,0.319,0,0,0,0,0,0,0,0.234,0.339,0.079,0.083,0.324,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0,0,0,0,0,0,0,0,0,0,0.272,0,0,0,0.386,0.299,0.132,0.329,0.12,0.265,0.293,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
234_trimethylpentane,2.56,0.01,19.34,-16.49,2.85,-0.05,2.5,351.7,186.1,201.4,168.6,175.363,135.946,0,0,0,0.33,0,0,0,0,0,0,0,0.356,0.352,0.357,0.303,0.035,0.028,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.231,0.279,0.32,0.177,0.222,0.206,0.12,0.134,0.084,0,0.357,0,0,0,0.168,0.301,0.175,0.311,0.329,0.19,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24_dimethylpentan_3_one,-2.74,-5.13,18.27,-15.61,2.66,-5.26,2.48,343.7,169.4,192.4,150.3,169.157,128.936,0,0,0,0,0,0,0,0,0,0,0,0.373,0.386,0.373,0.383,0.046,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.285,0.358,0.198,0.133,0.153,0,0,0,0,0,0.361,0,0,0,0.29,0.228,0.219,0.346,0.247,0.337,0.228,0,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24_dimethylpentane,2.83,0,18.31,-15.42,2.89,-0.04,2.44,327.8,161.5,180,146.3,158.335,132.122,0,0,0,0.315,0,0,0,0,0,0,0,0.35,0.292,0.373,0.125,0.09,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0.285,0.249,0.268,0.157,0.15,0.319,0.141,0,0,0,0.3,0,0,0,0.075,0.334,0.186,0.31,0.115,0.189,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24_dimethylphenol,-6.01,-6.48,17.57,-15.64,1.93,-8,2.45,330,146.3,171.3,135.3,164.535,141.953,0,0,0,0.278,0,0,0,0,0,0,0,0.28,0.195,0.087,0.088,0.13,0.391,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.245,0,0,0,0,0,0,0,0,0,0.298,0,0,0,0.18,0.316,0.296,0.345,0.311,0.311,0.279,0,0,0,0,0.337,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
24_dimethylpyridine,-4.86,-4.94,16.94,-15.18,1.76,-5.15,2.42,316.5,134.4,159.8,124.8,152.726,139.697,0,0,0,0.261,0,0,0,0,0,0,0,0.185,0.344,0.082,0.09,0.37,0.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0.382,0.283,0.281,0.354,0.265,0.272,0.332,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25_dimethylphenol,-5.91,-5.97,17.22,-15.64,1.58,-6.27,2.45,330,146,171,135.2,163.343,141.574,0,0,0,0.254,0,0,0,0,0,0,0,0.253,0.239,0.087,0.087,0.143,0.389,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.15,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0.215,0.268,0.35,0.322,0.171,0.305,0.331,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
25_dimethylpyridine,-4.72,-4.76,16.68,-14.75,1.93,-5.04,2.42,317.4,134.9,160.4,125.2,152.885,136.193,0,0,0,0.25,0,0,0,0,0,0,0,0.254,0.286,0.083,0.098,0.386,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0.287,0.356,0.248,0.266,0.219,0.352,0.295,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25_dimethyltetrahydrofuran,-2.92,-3.52,15.4,-13.77,1.63,-3.03,2.41,313.1,139,163.9,124.6,146.802,125.809,0,0,0,0.207,0,0,0,0,0,0,0,0.202,0.083,0.082,0.394,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.256,0.316,0.35,0,0,0,0,0,0,0,0.296,0,0,0,0.219,0.32,0.26,0.231,0.35,0.266,0.351,0,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26_dimethylaniline,-5.21,-6.51,17.43,-15.79,1.64,-6.92,2.45,329,148,171.3,137.3,164.582,144.371,0,0,0,0.333,0,0,0,0,0,0,0,0.25,0.271,0.085,0.087,0.096,0.353,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0.152,0.168,0,0,0,0,0,0,0,0,0.278,0,0,0,0.28,0.141,0.357,0.294,0.288,0.243,0.263,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
26_dimethylnaphthalene,-2.63,-4.42,21.49,-19.72,1.77,-4.36,2.59,391.7,190.4,213.9,176.7,202.117,174.99,0,0,0,0.277,0.087,0.389,0.395,0,0,0,0,0.277,0.275,0.268,0.2,0.194,0.1,0.1,0.087,0,0,0,0,0,0,0,0,0,0,0,0.295,0.367,0.247,0.282,0,0,0,0,0,0,0,0.276,0,0,0,0.274,0.215,0.169,0.152,0.323,0.283,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26_dimethylphenol,-5.26,-5.78,17.36,-15.67,1.69,-6.33,2.44,327.3,145.8,169.9,135.1,161.978,144.943,0,0,0,0.326,0,0,0,0,0,0,0,0.246,0.266,0.084,0.085,0.121,0.355,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0.383,0.142,0,0,0,0,0,0,0,0,0,0.274,0,0,0,0.276,0.189,0.35,0.289,0.299,0.299,0.26,0,0,0,0,0.296,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
26_dimethylpyridine,-4.59,-5.15,16.41,-14.62,1.79,-4.88,2.42,319.7,134.9,160.9,125.4,153.225,140.02,0,0,0,0.32,0,0,0,0,0,0,0,0.246,0.264,0.094,0.09,0.359,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0.278,0.244,0.359,0.304,0.243,0.303,0.311,0,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3_acetylpyridine,-8.26,-8.04,16.7,-15.76,0.94,-9.81,2.4,309.5,132.7,156.1,124,154.857,142.334,0,0,0,0.324,0,0,0,0,0,0,0,0.24,0.344,0.227,0.074,0.11,0.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0,0,0,0,0,0,0,0,0,0,0.226,0,0,0,0.392,0.189,0.252,0.247,0.316,0,0,0,0,0.326,0,0.405,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,0,0,0,0,n-sp2,0,o-sp2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0
3_chloroaniline,-5.82,-6.41,15.38,-14.34,1.04,-8.18,2.36,292.3,119.7,143.5,112,152.218,128.685,0,0,0,0.345,0,0,0,0,0,0,0,0.28,0.283,0.221,0.11,0.085,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.403,0,0,0,0,0,0,0,0,0,0,0.285,0,0,0,0.283,0.215,0.26,0.287,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,0,0,0,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
3_chlorophenol,-6.62,-6.38,15.52,-14.42,1.1,-8.08,2.36,289,117.1,141.2,109.5,147.803,130.846,0,0,0,0.33,0,0,0,0,0,0,0,0.295,0.27,0.221,0.154,0.081,0,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0,0,0,0,0,0,0,0,0.306,0,0,0,0.27,0.204,0.259,0,0,0,0,0,0,0,0,0.427,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,0,0,0,0,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
3_chloroprop_1_ene,-0.57,-1.48,11.87,-9.51,2.36,-2.14,2.24,239.5,81,107.2,75.3,111.479,98.341,0,0,0,0.474,0,0,0,0,0,0,0,0.224,0.211,0,0,0,0,0,0,0.686,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0.302,0.316,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp3,0,0,0,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_chloropyridine,-4.01,-3.78,13.97,-12.69,1.28,-4.75,2.31,269.9,104.8,127.9,98.7,134.347,128.388,0,0,0,0.311,0,0,0,0,0,0,0,0.25,0.331,0.274,0.074,0,0,0,0,0.595,0,0,0,0,0,0,0,0,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0.279,0,0,0,0.378,0.277,0,0,0,0,0,0,0,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,0,0,0,0,0,0,0,n-sp2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3_cyanophenol,-9.65,-8.16,15.82,-14.7,1.12,-10.87,2.38,301.9,122.5,147.7,114.9,152.934,139.052,0,0,0,0.285,0,0,0,0,0,0,0,0.32,0.268,0.287,0.217,0.096,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0,0,0,0,0,0,0,0,0,0,0.274,0,0,0,0.29,0.188,0.273,0,0,0,0,0,0,0.627,0,0.412,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,0,0,0,0,0,0,n-sp,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1
3_cyanopyridine,-6.75,-5.79,15.27,-14.14,1.13,-7.33,2.34,282.9,110.2,134.5,104,139.439,136.122,0,0,0,0.269,0,0,0,0,0,0,0,0.304,0.247,0.323,0.271,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0,0.359,0.25,0,0,0,0,0,0,0,0.584,0.306,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,0,0,0,0,0,0,0,n-sp,n-sp2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
